subject_id,site,split,scan_label,voxel_mm,matrix,min_voxel_mm,max_voxel_mm
SDSU_50197,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50198,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50199,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50200,SDSU,val,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50201,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50202,SDSU,val,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50203,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50204,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50205,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50206,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50207,SDSU,val,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50208,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50209,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50210,SDSU,test,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50211,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50212,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50213,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50214,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50215,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50216,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50217,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
Stanford_51160,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51161,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51162,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51163,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51164,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51165,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51166,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51167,Stanford,test,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51168,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51169,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51170,Stanford,val,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51171,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51172,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51173,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51174,Stanford,test,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51175,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51176,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51177,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51178,Stanford,val,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51179,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51180,Stanford,val,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51181,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51182,Stanford,val,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51183,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51184,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51185,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51186,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51187,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51188,Stanford,test,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51189,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51190,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51191,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51192,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51193,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51194,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51195,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51196,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51197,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51198,Stanford,test,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Stanford_51199,Stanford,train,anat,0.859 x 1.5 x 0.859,256 x 132 x 256,0.859,1.5
Trinity_50232,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50233,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50234,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50235,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50236,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50237,Trinity,train,anat,1 x 0.931 x 0.931,160 x 288 x 288,0.931,1.0
Trinity_50238,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50239,Trinity,test,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50240,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50241,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50242,Trinity,val,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50243,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50244,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50245,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50246,Trinity,test,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50247,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50248,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50249,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50250,Trinity,val,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50251,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50252,Trinity,val,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50253,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50254,Trinity,val,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50255,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50257,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50259,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50260,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50261,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50262,Trinity,test,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50263,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50264,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50265,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50266,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50267,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50268,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50269,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50270,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_50271,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51132,Trinity,test,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51133,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51134,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51135,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51136,Trinity,test,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51137,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51138,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51139,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51140,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51141,Trinity,train,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
Trinity_51142,Trinity,val,anat,1 x 1 x 1,160 x 256 x 256,1.0,1.0
UCLA_51201,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51202,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51203,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51204,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51205,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51206,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51207,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51208,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51209,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51210,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51211,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51212,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51213,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51214,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51215,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51216,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51217,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51218,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51219,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51220,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51221,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51222,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51223,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51224,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51225,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51226,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51227,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51228,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51229,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51230,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51231,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51232,UCLA,train,hires-unknown,1.5 x 1.5 x 4,128 x 128 x 34,1.5,4.0
UCLA_51233,UCLA,train,hires-unknown,1.5 x 1.5 x 4,128 x 128 x 34,1.5,4.0
UCLA_51234,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51235,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51236,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51237,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51238,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51239,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51240,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51241,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51242,UCLA,train,hires-unknown,1.5 x 1.5 x 4,128 x 128 x 34,1.5,4.0
UCLA_51243,UCLA,train,hires-unknown,1.5 x 1.5 x 4,128 x 128 x 34,1.5,4.0
UCLA_51244,UCLA,train,hires-unknown,1.5 x 1.5 x 4,128 x 128 x 34,1.5,4.0
UCLA_51245,UCLA,train,hires-unknown,1.5 x 1.5 x 4,128 x 128 x 34,1.5,4.0
UCLA_51246,UCLA,train,hires-unknown,1.5 x 1.5 x 4,128 x 128 x 34,1.5,4.0
UCLA_51247,UCLA,train,hires-unknown,1.5 x 1.5 x 4,128 x 128 x 34,1.5,4.0
UCLA_51248,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51249,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51250,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51251,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51252,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51253,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51254,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51255,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51256,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51257,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51258,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51259,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51260,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51261,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51262,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51263,UCLA,train,anat,1 x 0.977 x 0.977,176 x 214 x 205,0.977,1.0
UCLA_51264,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51265,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51266,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51267,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51268,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51269,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51270,UCLA,train,hires-unknown,1.5 x 1.5 x 4,128 x 128 x 34,1.5,4.0
UCLA_51271,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51272,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51273,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51274,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51275,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51276,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51277,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51278,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51279,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51280,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51281,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51282,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51291,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51292,UCLA,train,anat,1.2 x 0.961 x 0.961,160 x 240 x 256,0.961,1.2
UCLA_51293,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51294,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51295,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51296,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51297,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51298,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51299,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51300,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51301,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51302,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51303,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51304,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51305,UCLA,train,anat,1 x 0.977 x 0.977,176 x 256 x 256,0.977,1.0
UCLA_51306,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51307,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51308,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51309,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51310,UCLA,train,hires-unknown,1.5 x 1.5 x 4,128 x 128 x 34,1.5,4.0
UCLA_51311,UCLA,test,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51312,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51313,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51314,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51315,UCLA,val,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51316,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UCLA_51317,UCLA,train,anat,1.2 x 1 x 1,160 x 240 x 256,1.0,1.2
UM_50272,UM,train,anat,1 x 1 x 1.2,256 x 256 x 116,1.0,1.2
UM_50273,UM,val,anat,1 x 1 x 1.4,256 x 256 x 120,1.0,1.4
UM_50274,UM,train,anat,1 x 1 x 1.4,256 x 256 x 115,1.0,1.4
UM_50275,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50276,UM,train,anat,1 x 1 x 1.4,256 x 256 x 118,1.0,1.4
UM_50277,UM,train,anat,1 x 1 x 1.4,256 x 256 x 106,1.0,1.4
UM_50278,UM,train,anat,1 x 1 x 1.4,256 x 256 x 112,1.0,1.4
UM_50279,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50280,UM,train,anat,1 x 1 x 1.2,256 x 256 x 124,1.0,1.2
UM_50281,UM,train,anat,1 x 1 x 1.4,256 x 256 x 102,1.0,1.4
UM_50282,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50283,UM,train,anat,1 x 1 x 1.4,256 x 256 x 106,1.0,1.4
UM_50284,UM,train,anat,1 x 1 x 1.4,256 x 256 x 102,1.0,1.4
UM_50285,UM,train,anat,1 x 1 x 1.4,256 x 256 x 102,1.0,1.4
UM_50286,UM,test,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50287,UM,train,anat,1 x 1 x 1.4,256 x 256 x 106,1.0,1.4
UM_50288,UM,train,anat,1 x 1 x 1.4,256 x 256 x 106,1.0,1.4
UM_50289,UM,train,anat,1 x 1 x 1.4,256 x 256 x 102,1.0,1.4
UM_50290,UM,train,anat,1 x 1 x 1.4,256 x 256 x 102,1.0,1.4
UM_50291,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50292,UM,test,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50293,UM,val,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50294,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50295,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50296,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50297,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50298,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50299,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50300,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50301,UM,val,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50302,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50303,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50304,UM,val,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50305,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50306,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50307,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50308,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50309,UM,val,anat,1.016 x 1.016 x 1.2,256 x 256 x 116,1.016,1.2
UM_50310,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50311,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50312,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50313,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50314,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50315,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50316,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50317,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 116,1.016,1.4
UM_50318,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50319,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50320,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50321,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50322,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50323,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50324,UM,test,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50325,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50326,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 116,1.016,1.2
UM_50327,UM,train,anat,1 x 1 x 1.4,256 x 256 x 106,1.0,1.4
UM_50328,UM,train,anat,1 x 1 x 1.4,256 x 256 x 112,1.0,1.4
UM_50329,UM,val,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50330,UM,train,anat,1 x 1 x 1.4,256 x 256 x 102,1.0,1.4
UM_50331,UM,val,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50332,UM,train,anat,1 x 1 x 1.2,256 x 256 x 124,1.0,1.2
UM_50333,UM,train,anat,1 x 1 x 1.4,256 x 256 x 102,1.0,1.4
UM_50334,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50335,UM,val,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50336,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50337,UM,train,anat,1.016 x 1.016 x 1.2,256 x 256 x 124,1.016,1.2
UM_50338,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50339,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50340,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50341,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
UM_50342,UM,train,anat,1.016 x 1.016 x 1.4,256 x 256 x 102,1.016,1.4
